still 89
thus 89
next 89
get 89
nothing 88
left 88
course 87
county 87
story 86
each 85
felt 85
known 85
night 85
passed 85
held 85
almost 84
received 84
off 84
also 84
account 84
too 83
point 82
matter 82
battle 82
north 82
capital 82
hour 82
large 82
having 82
often 81
eyes 81
away 81
national 80
character 80
mrs 80
mind 79
nation 79
soldiers 79
order 78
though 78
proclamation 78
became 77
court 76
question 76
replied 76
end 76
several 75
put 75
god 75
manner 74
heart 74
peace 74
head 74
emancipation 74
things 74
chief 73
whose 73
evening 73
nor 73
field 73
half 73
lee 72
side 72
address 71
mother 71
rather 70
lawyer 70
act 70
herndon 70
dr 70
spoke 70
abe 70
cause 69
sent 69
set 69
hon 69
member 69
candidate 67
nature 67
richmond 67
black 67
call 67
seen 67
strong 67
southern 67
mentioned 67
legislature 66
appearance 66
crowd 66
feeling 66
potomac 66
step 66
brought 66
something 66
senator 65
opinion 65
kentucky 65
close 65
already 65
high 65
looking 65
stood 64
voice 64
d 64
find 64
love 64
1 64
near 63
world 63
river 63
hundred 63
name 63
chicago 63
nomination 63
tell 63
chapter 63
remarked 63
around 63
got 62
times 62
speeches 62
land 62
believe 62
saying 61
four 61
conversation 61
look 61
second 60
don 60
sat 60
son 60
1862 60
fact 60
command 59
taking 59
enough 59
because 59
moment 59
members 59
short 59
policy 58
looked 58
hooker 58
myself 58
interview 58
tm 57
purpose 57
york 57
boy 57
true 57
feet 57
labor 57
going 57
used 57
duty 56
money 56
small 56
stand 56
success 56
taken 56
elected 56
forward 56
speak 56
entered 56
interest 56
constitution 56
c 55
reply 55
word 55
service 55
presidency 55
views 55
perhaps 54
republican 54
administration 54
b 54
afterwards 54
important 54
become 54
less 54
appeared 53
lost 53
why 53
attention 53
governor 53
justice 53
use 53
person 53
persons 53
want 53
distinguished 52
troops 52
able 52
gentlemen 52
open 52
forth 52
door 52
march 52
later 52
senate 52
ability 52
thing 51
since 51
above 51
together 51
desire 51
confidence 51
within 51
number 51
latter 51
e 51
scene 51
w 51
twenty 51
major 51
presidential 50
reached 50
nearly 50
written 50
form 50
making 50
care 50
executive 50
leave 49
clear 49
front 49
hear 49
missouri 49
interesting 49
horse 49
six 49
plain 49
slave 48
armies 48
expression 48
stories 48
speaking 48
kind 48
wrote 48
placed 48
simple 48
body 47
knowledge 47
news 47
gettysburg 47
hope 47
necessary 47
salem 47
fellow 47
ground 47
papers 47
run 47
book 47
paper 47
anything 47
appointment 47
humor 47
rest 46
civil 46
period 46
future 46
william 46
politics 46
hold 46
returned 46
however 46
slaves 46
wish 46
quite 46
five 46
whig 46
anxiety 46
either 46
town 46
effect 46
remember 46
thousand 46
rebellion 46
arms 45
sense 45
thomas 45
somewhat 45
meet 45
strength 45
wrong 45
official 45
appointed 45
h 45
defeat 45
o 44
possible 44
although 44
wanted 44
business 44
force 44
ready 44
speaker 44
alone 44
j 44
save 44
family 44
neither 44
support 44
department 44
return 44
engaged 44
hours 43
condition 43
human 43
enemy 43
journey 43
affairs 43
school 43
show 43
plan 43
inaugural 43
issue 43
coming 43
contest 43
except 43
situation 43
presented 43
means 43
victory 43
certain 43
favor 42
boys 42
works 41
turned 41
deep 41
m 41
eye 41
private 41
bed 41
measure 41
change 41
reception 41
presence 41
influence 40
spirit 40
different 40
sometimes 40
1860 40
immediately 40
vicksburg 40
sherman 40
summer 40
answered 40
trial 40
freedom 40
message 40
arnold 40
sir 40
result 40
colonel 40
incident 40
ohio 39
eight 39
leader 39
giving 39
events 39
filled 39
affair 39
generally 39
led 39
citizens 39
robert 39
followed 39
1864 38
late 38
table 38
view 38
1863 38
telling 38
keep 38
struggle 38
pass 38
finally 38
memory 38
impression 38
duties 38
seems 38
g 38
none 38
books 38
hard 38
feel 38
miles 37
nominated 37
visits 37
doubt 37
whether 37
audience 37
ll 37
argument 37
experience 37
hanks 37
dark 37
carried 37
circuit 37
lines 37
jury 37
introduced 37
gentleman 37
itself 36
speed 36
george 36
living 36
live 36
further 36
circumstances 36
equal 36
honest 36
attorney 36
pay 36
marked 36
anxious 36
honor 36
object 36
hat 36
wife 36
least 36
committee 36
efforts 36
history 36
along 36
desired 35
visited 35
special 35
term 35
judgment 35
fall 35
captain 35
poor 35
relations 35
bill 35
measures 35
james 35
votes 35
baltimore 35
terms 35
walked 35
tall 35
continued 35
themselves 35
yes 35
reading 35
help 35
fell 34
virginia 34
grave 34
sangamon 34
behind 34
sure 34
literary 34
expected 34
learned 34
england 34
seem 34
added 34
vote 34
officer 34
henry 34
laws 34
talk 34
understand 34
various 34
expressed 34
occupied 33
occurred 33
kept 33
light 33
stated 33
responsibility 33
attack 33
store 33
charge 33
west 33
usual 33
truth 33
self 33
cincinnati 33
liberty 33
event 33
prominent 33
property 33
anecdotes 33
gone 33
april 33
questions 33
navy 32
sad 32
especially 32
anecdote 32
hall 32
popular 32
beyond 32
ten 32
discussion 32
witness 32
showed 32
fair 32
opposition 32
across 32
carolina 32
lived 32
bar 32
probably 32
glad 32
scott 32
board 32
kansas 32
3 32
unless 32
ill 32
answer 32
rose 32
attitude 32
commander 32
july 32
scarcely 32
proposed 32
vast 31
session 31
necessity 31
delegation 31
decided 31
copy 31
write 31
anne 31
yours 31
regarded 31
tried 31
incidents 31
wished 31
american 31
removal 31
woman 31
getting 31
standing 31
meade 31
sympathy 31
effort 31
does 31
regard 31
platform 31
company 31
indeed 30
district 30
till 30
successful 30
beginning 30
pennsylvania 30
paid 30
dollars 30
quiet 30
theatre 30
determined 30
fully 30
brief 30
hawk 30
places 30
relates 30
inauguration 30
foundation 30
prepared 30
principles 30
divided 30
note 30
baker 30
earnest 30
dead 30
seat 30
won 30
petersburg 30
anyone 30
cheers 30
letters 30
throughout 30
whatever 30
attempt 29
related 29
due 29
trust 29
forget 29
age 29
air 29
terrible 29
everything 29
fight 29
aid 29
firm 29
spent 29
impressions 29
soldier 29
brother 29
action 29
f 29
hotel 29
suit 29
ask 29
todd 29
statement 29
leaving 29
train 29
remarkable 28
mean 28
accompanied 28
shown 28
negroes 28
extended 28
sumner 28
wit 28
children 28
common 28
democratic 28
east 28
move 28
vice 28
turn 28
practical 28
considered 28
opened 28
needed 28
majority 28
massachusetts 28
career 28
re 28
brooks 28
1861 28
electronic 27
resignation 27
4 27
entirely 27
study 27
months 27
youth 27
closed 27
moved 27
attended 27
described 27
writing 27
leading 27
plans 27
fixed 27
cabin 27
single 27
fire 27
advice 27
therefore 27
ended 27
authority 27
listened 27
coat 27
invited 27
danger 27
eloquence 27
greatly 27
confederate 26
faith 26
floor 26
chair 26
courage 26
declared 26
remembered 26
reputation 26
bearing 26
practice 26
doing 26
western 26
holding 26
lamon 26
trouble 26
reason 26
diary 26
passage 26
slowly 26
formed 26
armstrong 26
referred 26
tears 26
stuart 26
lawyers 26
spring 26
height 26
forces 26
figure 26
institution 26
afterward 26
lay 26
clock 26
hardly 25
addressed 25
davis 25
funeral 25
delivered 25
serious 25
